"ID","SEASON","EPISODE","SPEAKER","SENTENCE","STARTING TIMESTAMP","ENDING TIMESTAMP","LAUGH"
"7298","6","1","Penny","Gosh, I worked my ass off today. This is exactly what I needed.","00:10:20,326","00:10:23,344",False
"7299","6","1","Leonard","Great. Just relax and enjoy. Tonight is all about you.","00:10:23,346","00:10:26,581",True
"7300","6","1","Leonard","I just know the longer we wait to talk about it, the weirder it gets.","00:10:43,250","00:10:48,186",False
"7301","6","1","Leonard","Absolutely. You're the girl, I'm the guy. Now, you watch your football game while I make you a little plate here.","00:10:51,875","00:10:57,395",True
"7302","6","1","Leonard","What are you doing here? I thought you were out th Sheldon and Amy.","00:11:08,842","00:11:11,760",False
"7303","6","1","Raj","I was, but it's their anniversary and I didn't want to be a third wheel, so I figured I'd come over here and hang out with you and Penny on your date.","00:11:11,762","00:11:18,382",True
"7304","6","1","Leonard","Well, it's not really a great time. Penny and I have some things we need to talk about.","00:11:18,384","00:11:22,654",True
"7305","6","1","Leonard","I can't believe I shaved my stomach for this.","00:11:26,226","00:11:30,612",True
"7306","6","1","Dimitri","A woman who says she's your mother but sounds like your father.","00:11:44,611","00:11:49,013",False
"7307","6","1","Mrs","I'm not going near that fakakta thing. I'll catch a computer virus!","00:11:58,775","00:12:04,028",False
"7308","6","1","Mrs","Oh, so now you're an astronaut <i>and</i> a doctor?","00:12:08,118","00:12:12,954",False
"7309","6","1","Mrs","Your wife says you have something important to tell me.","00:12:16,243","00:12:20,044",True
"7310","6","1","Mrs","I knew she was behind this! You listen to me, if you want to be a man, you can't let a woman tell you what to do!","00:13:00,654","00:13:08,710",False
"7311","6","1","Dimitri","I can't believe these people won the Cold War.","00:13:11,765","00:13:15,166",True
"7312","6","1","Leonard","Penny and I have some things we need to talk about.","00:11:20,771","00:11:22,654",True
"7313","6","1","Leonard","Actually, to this day, she's never really said it.","00:15:02,574","00:15:05,793",True
"7314","6","1","Amy","Have I ever told you you're like a sexy praying mantis?","00:15:36,492","00:15:41,295",False
"7315","6","1","Amy","Sheldon, you either say something meaningful and from the heart, or you and I are done.","00:16:28,327","00:16:35,183",False
"7316","6","1","Stuart","Oh, hey. I was actually just about to close up.","00:17:44,437","00:17:47,572",False
"7317","6","1","Stuart","I'm, uh, having a nightcap. You want to join me?","00:17:56,199","00:17:59,116",False
"7318","6","1","Stuart","Coffee liqueur in a Chewbacca mug. I call it a sad-tini.","00:18:00,286","00:18:06,140",False
"7319","6","1","Raj","She's kind of a mean drunk, but what are you gonna do?","00:18:20,323","00:18:23,407",True
"7320","6","1","Stuart","The sun, the waves, the beautiful bodies, tanned and glistening with sweat.","00:18:53,139","00:19:00,861",True
"7321","6","1","Raj","Do you want to... hang out tomorrow night, maybe grab a bite to eat or catch a late movie?","00:19:26,172","00:19:32,059",True
"7322","6","1","Stuart","Yeah, I-I'd like to, but I'm a little tight on funds.","00:19:32,061","00:19:35,879",False
"7323","6","1","Howard","Hey, I'm a grown man; I'm gonna live with my wife. My mother's just gonna have to learn to make do on her own.","00:20:00,242","00:20:07,781",False
"7326","6","1","Dimitri","You realize you just lied your ass off to your wife <i>and</i> your mother.","00:20:36,128","00:20:40,731",False
"7327","6","2","Bernadette","""In the event of a divorce, please return to Sheldon Cooper.""","00:00:10,560","00:00:15,061",True
"7328","6","2","Amy","When I get married I'm going to register at the UCLA Cadaver Lab.","00:00:22,268","00:00:25,367",True
"7329","6","2","Amy","'Cause I've always wanted a whole human skeleton and they are really spendy.","00:00:27,438","00:00:31,606",True
"7330","6","2","Bernadette","So, you actually see you and Sheldon getting married someday?","00:00:33,041","00:00:35,509",False
"7331","6","2","Bernadette","Do you think you and Leonard might ever get married?","00:00:46,152","00:00:48,785",False
"7332","6","2","Penny","It means he is special and smart and nice and...","00:01:15,306","00:01:19,339",False
"7333","6","2","Penny","That's the thing: I'm not. I'm not unhappy at all. It's just... I don't know... I-I've been in love before, but it felt different.","00:01:25,312","00:01:31,781",False
"7334","6","2","Penny","But maybe this is a new, better, boring kind of love.","00:01:33,316","00:01:36,818",True
"7335","6","2","Penny","Do you ever feel that way about Howard?","00:01:38,120","00:01:39,787",False
"7336","6","2","Bernadette","Oh, that's not really a fair comparison. I'm basically married to a sexy Buzz Lightyear.","00:01:39,789","00:01:45,025",True
"7337","6","2","Leonard","So, is it everything you hoped it would be?","00:02:42,619","00:02:45,388",False
"7338","6","2","Mike","You know the rules: new guy scrubs the toilet.","00:03:01,573","00:03:04,975",True
"7339","6","2","Dimitri","If you do good job, next time we give you brush.","00:03:06,377","00:03:10,213",True
"7340","6","2","Sheldon","2311 North Los Robles Avenue, Pasadena, California to International Space Station. Can you read me? Over. (imitates walkie-talkie static)","00:03:27,898","00:03:34,904",True
"7341","6","2","Sheldon","I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.","00:03:42,614","00:03:48,684",True
"7342","6","2","Sheldon","That's a negative. My mother had me tested. Over.","00:03:52,122","00:03:54,790",True
"7343","6","2","Mike","You want to see a meteor shower? Take a look at what Dimitri just left you in the toilet.","00:04:04,567","00:04:09,303",True
"7344","6","2","Stuart","Um, Raj invited me to go to the movies with you guys.","00:04:24,354","00:04:27,722",False
"7345","6","2","Sheldon","That's mighty sassy for a man with a roommate performance review around the corner.","00:04:36,101","00:04:39,970",True
"7346","6","2","Stuart","Would you feel more comfortable if I ate Raisinets?","00:05:07,500","00:05:10,235",False
"7347","6","2","Sheldon","Yeah, of course you do. You're a girl. You like all kinds of hippy-dippy things.","00:05:58,756","00:06:04,594",False
"7348","6","2","Amy","Penny said she's not sure she wants to be Leonard's girlfriend anymore.","00:06:24,383","00:06:28,718",False
"7349","6","2","Sheldon","Wrong. She just took a sip from his Diet Dr. Pepper.","00:06:31,722","00:06:36,491",False
"7350","6","2","Sheldon","So, if she wants to end her pair-bond with Leonard, why on earth would she guzzle a witches' brew of his soda and spit?","00:06:37,695","00:06:45,234",False
"7351","6","2","Sheldon","How can she not be sure how she feels? You know, when I have a feeling, I know it. Trains? Love them. Swordfish? I love them, too. They're fish with a sword for a nose.","00:07:08,694","00:07:24,241",True
"7352","6","2","Sheldon","Now you're asking me to keep a secret from my best friend, colleague, and roommate?","00:07:29,282","00:07:34,518",False
"7353","6","2","Sheldon","Shh, we're trying to watch the movie. This is not working out with him.","00:07:55,875","00:08:04,983",False
"7355","6","2","Sheldon","My tongue won't go as far forward as it used to.","00:08:24,437","00:08:28,373",True
"7356","6","2","Sheldon","Oh, you have no idea how annoying this is.","00:08:44,522","00:08:46,957",True
"7357","6","2","Leonard","I'm starting to get a sense of it.","00:08:46,959","00:08:50,861",True
"7358","6","2","Leonard","Don't worry. I'll take you to the dentist tomorrow.","00:08:52,097","00:08:54,999",False
"7359","6","2","Sheldon","I can't tell you. Why? I can't tell you why I can't tell you. So I guess there's two things I can't tell you.","00:09:14,317","00:09:26,496",True
"7361","6","2","Leonard","The guy who seems like an emotionless robot is you...","00:10:35,702","00:10:40,505",True
"7362","6","2","Leonard","but your relationship with Amy is causing you to transform into a red-blooded man with sexual desires.","00:10:42,308","00:10:51,315",True
"7363","6","2","Sheldon","That is literally the stupidest thing I've ever heard.","00:10:54,419","00:10:58,589",False
"7365","6","2","Sheldon","Yeah, well, I knocked on the front door, but you didn't hear it.","00:11:59,647","00:12:02,113",False
"7366","6","2","Sheldon","Oh, I was having a little trouble sleeping and I just thought, uh, seeing as you're up, we could talk.","00:12:12,825","00:12:19,764",True
"7367","6","2","Sheldon","Did you know that Leonard has a perfect driving record and enjoys the insurance discounts that go along with that?","00:12:35,416","00:12:41,520",True
"7368","6","2","Penny","Okay, you listen to me. I think it's really sweet you're trying to protect your friend, but this is none of your business. Got it?","00:13:09,616","00:13:16,487",False
"7369","6","2","Sheldon","Excuse me. This is not about protecting my friend. (sighs)","00:13:16,489","00:13:23,561",True
"7370","6","2","Sheldon","I'm a big fan of homeostasis. Do you know what that is?","00:13:25,163","00:13:29,434",True
"7371","6","2","Penny","Okay, honey, I have a lot to figure out, and until I do, you are not to say a word to Leonard.","00:14:09,543","00:14:15,281",False
"7372","6","2","Penny","That is the last thing I want to do.","00:14:32,266","00:14:34,267",False
"7373","6","2","Sheldon","Coconut? What were you thinking? Are you a hula girl?","00:14:38,106","00:14:40,407",True
"7374","6","2","Penny","What the hell is wrong with you? You told Sheldon? Do you know what a terrible position this puts me in?","00:14:52,055","00:14:55,892",False
"7375","6","2","Sheldon","All right then, so we're all on the same page.","00:15:10,978","00:15:15,081",False
"7376","6","2","Howard","Well, like for instance, the other day when I was asleep, one of the guys went on a space walk and glued a big-eyed rubber alien mask to the outside of my window. When I woke up, I screamed for like nine minutes.","00:15:47,049","00:16:03,063",True
"7377","6","2","Howard","You can see it if you want. It's on YouTube. Google ""astronaut screams for nine minutes.""","00:16:05,167","00:16:11,705",False
"7378","6","2","Howard","Great, I'll do that when I want to be the first guy in space to get a wedgie.","00:16:29,959","00:16:35,864",True
"7379","6","2","Bernadette","Do you want me to call somebody at NASA?","00:16:35,866","00:16:38,600",False
"7380","6","2","Howard","My mom already tried that. It only made things worse.","00:16:40,304","00:16:44,573",True
"7381","6","2","Sheldon","Fairy God Monster, I win. Your desperate need for friendship makes you weak.","00:17:01,990","00:17:08,395",True
"7382","6","2","Raj","So, what are you guys doing later? Stuart and I were thinking of going out for a drink.","00:17:10,698","00:17:14,501",False
"7383","6","2","Raj","In case you didn't follow that, I'm the coffee.","00:17:26,048","00:17:29,717",True
"7384","6","2","Sheldon","Maybe you'd like to go with them to meet girls.","00:17:31,488","00:17:34,255",False
"7385","6","2","Leonard","You can't just replace someone you care about with some other random person.","00:17:54,311","00:17:58,747",False
"7386","6","2","Sheldon","Do you remember how upset I was when they replaced Edward Norton as the Hulk?","00:18:03,586","00:18:08,890",False
"7387","6","2","Leonard","Yes, you walked around for a week saying, ""Sheldon unhappy with casting choice.""","00:18:08,892","00:18:14,763",True
"7388","6","2","Sheldon","But, then Mark Ruffalo was the Hulk in <i>The Avengers,</i> and he was even better.","00:18:15,998","00:18:21,669",False
"7389","6","2","Leonard","This is ridiculous. Are we gonna play cards or not?","00:18:31,180","00:18:33,248",False
"7390","6","2","Sheldon","Yeah, settle down there, Fake Wolowitz. No one likes a kiss-up.","00:18:35,519","00:18:42,157",False
"7391","6","2","Leonard","So, I had to take Sheldon to the dentist this morning.","00:18:44,627","00:18:47,796",False
"7392","6","2","Leonard","I told him if he didn't bite the hygienist, I'd take him for ice cream.","00:18:49,699","00:18:53,968",True
"7393","6","2","Leonard","I didn't have to take him for ice cream.","00:18:55,238","00:18:58,574",True
"7394","6","2","Penny","I didn't know what else to do. He had those big, sad eyes.","00:19:27,737","00:19:31,773",False
"7395","6","2","Amy","Well, if that's all it takes, it's a good thing you don't have a dog.","00:19:43,552","00:19:46,220",True
"7396","6","3","Bernadette","Well, hang in there. You just have a couple more days to go, and then you'll be home.","00:00:13,543","00:00:16,561",False
"7397","6","3","Sheldon","Yeah, it's journals and research papers I wrote as a child.","00:01:22,028","00:01:25,596",False
"7398","6","3","Sheldon","And forgive my crude penmanship. I didn't start typing until I was six.","00:01:35,542","00:01:39,777",True
"7399","6","3","Sheldon","I am glad you asked. Oh! Yeah, are you familiar with the Higgs boson?","00:02:04,654","00:02:10,358",False
"7400","6","3","Penny","Of course, it is... it's been in the news. And it's a very famous boson.","00:02:10,360","00:02:16,281",True
"7401","6","3","Sheldon","The point is Higgs is being celebrated for work he did 50 years ago, so that got me thinking, perhaps I've already hit upon the idea that will win me my Nobel prize.","00:02:40,023","00:02:52,033",False
"7402","6","3","Leonard","I didn't know they gave Nobel prizes for making boom-boom in the potty.","00:02:52,035","00:02:56,187",True
"7403","6","3","Sheldon","Well, this box only covers my work through nursery school. There's a good deal more to come. I didn't really hit my academic stride until I cut out that time-suck known as ""playing outdoors.""","00:03:01,962","00:03:11,886",True
"7404","6","3","Leonard","LEONARD: So, you're going to spend hours and hours combing through all this stuff?","00:03:11,888","00:03:15,540",False
"7405","6","3","Leonard","If you want help, just hire a grad student.","00:03:38,498","00:03:41,399",False
"7406","6","3","Sheldon","You can assess the quality of my work? Okay, um, here. I wrote this when I was five years old.","00:03:45,255","00:03:51,626",False
"7407","6","3","Penny","""A proof that algebraic topology can never have a non-self contradictory set of abelion groups."" I'm just a blonde monkey to you, aren't I?","00:03:51,628","00:04:06,090",True
"7408","6","3","Sheldon","I did a comprehensive background check. Medical records, credit reports, criminal history. (muffled): I trust you paid off those parking tickets.","00:05:31,241","00:05:40,615",True
"7409","6","3","Ms","Look, Dr. Cooper, I really want this position. It would be an incredible honor to work for a man of your brilliance.","00:05:45,205","00:05:51,593",False
"7410","6","3","Sheldon","Flattery will not get you this job, Ms. Jenson.","00:05:51,595","00:05:55,213",True
"7411","6","3","Leonard","Ah, congratulations and may God have mercy on your soul. I'm Leonard. This is Raj.","00:06:35,588","00:06:41,259",False
"7412","6","3","Alex","It's nice to meet you. I'm so excited to be working with Dr...","00:06:41,261","00:06:44,112",False
"7413","6","3","Howard","Well, remember the... Soyuz capsule they were sending to bring us home?","00:07:21,535","00:07:25,253",False
"7414","6","3","Howard","I don't know how much longer I can take this. I can't sleep, and zero gravity is giving me crazy acid reflux. (inhales) I'm down to my last three Tums.","00:07:44,291","00:07:54,215",True
"7415","6","3","Bernadette","You're going to be fine. You survived that Weight Watchers cruise with your mom. And they ran out of low-fat ice cream on day two.","00:07:55,501","00:08:04,809",True
"7416","6","3","Bernadette","Just calm down and take a few deep breaths.","00:08:06,245","00:08:09,347",False
"7417","6","3","Penny","Okay, for the final touch, this is an eyelash curler. You just place it on your lashes and squeeze it closed.","00:08:37,644","00:08:45,517",False
"7418","6","3","Amy","I'm going to video-chat Sheldon. Mmm. If my new look leads to phone sex, I'm going to have to ask you to leave the room.","00:09:03,203","00:09:09,157",True
"7419","6","3","Alex","I'm sorry. He's asked me to hold all calls unless you're Stephen Hawking, his mother or himself from the future.","00:09:19,452","00:09:26,591",True
"7420","6","3","Amy","He knows my last name. I'm his girlfriend. We have a contract and everything. I'll send you a PDF.","00:09:30,530","00:09:37,785",True
"7421","6","3","Amy","Sheldon told me he had a new assistant named Alex. He didn't mention that Alex was a girl.","00:09:45,662","00:09:51,366",True
"7423","6","3","Amy","Really? Because just before you became my best friend, I did this all over your apartment.","00:11:07,241","00:11:13,412",True
"7424","6","3","Sheldon","If I've learned anything from British television shows on PBS, it's that servants dine downstairs with their own kind.","00:12:16,894","00:12:24,983",True
"7425","6","3","Alex","I'm looking for Trojan asteroids at Earth's L-Five Lagrange point.","00:12:45,973","00:12:49,574",False
"7426","6","3","Leonard","Oh, that happens to be Dr. Koothrappali's field of expertise. You two have a lot to talk about.","00:12:49,576","00:12:56,431",True
"7427","6","3","Leonard","But compared to your boss, he's the poster boy for sanity.","00:13:17,737","00:13:22,507",True
"7428","6","3","Alex","It's okay, I've been around scientists all my life. My dad's an astronomer at SETI.","00:13:22,509","00:13:26,878",False
"7429","6","3","Leonard","Oh, SETI-- the Search for Extraterrestrial Intelligence. You should introduce him to Sheldon. The search is over.","00:13:26,880","00:13:33,051",True
"7430","6","3","Bernadette","How you doing, Howie? You feeling a little better?","00:13:59,078","00:14:02,264",False
"7431","6","3","Howard","Oh, a lot better, thanks. One sec. Listen close. I don't have a lot of time. I need you to go to my house. In my bedroom, you'll find a model rocket. I want you to take it and bring it back to your place.","00:14:02,266","00:14:17,479",True
"7432","6","3","Howard","Step two: Build a version roughly 14 stories high. Fill it full of rocket fuel and come get me. (whispers): I'll leave the door unlocked.","00:14:19,116","00:14:28,056",True
"7433","6","3","Bernadette","Howie, honey, maybe you should talk to someone, let them know you're having a little anxiety.","00:14:30,893","00:14:35,197",False
"7434","6","3","Penny","Okay, maybe she <i>was</i> flirting with him, but who cares? Look, I don't even know where my relationship is with Leonard is right now.","00:15:23,629","00:15:29,918",False
"7435","6","3","Amy","So says your prefrontal cortex. But meanwhile, the limbic system of your brain is calculating that if another woman is attracted to Leonard, it must be because he's desirable.","00:15:29,920","00:15:38,343",False
"7436","6","3","Penny","Well, of course he's desirable. I mean, he's great. He's smart, he's sweet, and, ooh, in the bedroom, whew, let me tell you, he <i>really</i> tries.","00:15:38,345","00:15:48,854",True
"7437","6","3","Penny","Fine, it bothers me a little. No. You know what? This is stupid. It doesn't bother me. Okay, it bothers me. But only because she wouldn't stop laughing. Leonard is not that funny.","00:15:53,327","00:16:07,789",False
"7438","6","3","Amy","And there you have it; prefrontal cortex reasoning versus limbic lust. If this were a boxing match, they might call it ""The thrilla adjacent to the amygdala."" (laughs) If you were a brain scientist, you would be busting a gut right now!","00:16:09,125","00:16:25,941",True
"7439","6","3","Leonard","Ah, it was all right, I guess. Got to Heimlich a cherry stem out of Sheldon. Caught Raj right in the eye.","00:16:31,365","00:16:38,203",True
"7440","6","3","Leonard","Mmm, the nurse is a woman, so he couldn't talk to her. She had to bring him a Grover puppet so he could point at what hurt.","00:16:46,129","00:16:54,869",True
"7441","6","3","Sheldon","I believe Alex may have unearthed the grade school science project that could be my ticket to the Nobel Prize.","00:17:17,060","00:17:22,230",False
"7442","6","3","Sheldon","The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.","00:17:32,009","00:17:42,583",True
"7443","6","3","Penny","We've kind of been involved in a five-year experiment.","00:18:00,503","00:18:04,239",False
"7444","6","3","Alex","Oh. Well, you're lucky. He seems very talented. And I'm sure a lot of people want to work with him.","00:18:04,241","00:18:09,277",False
"7445","6","3","Penny","My limbic system wants to take your pants off.","00:18:16,470","00:18:19,721",False
"7446","6","4","Sheldon","Yeah, you had a good run, Fake Wolowitz. We'll remember you with nostalgic fondness. The way we do the dial-up modem, the VHS tape, or... or Leonard's gym membership.","00:00:10,134","00:00:24,479",True
"7447","6","4","Raj","We're not kicking him out. Stuart and I have become good friends.","00:00:25,948","00:00:28,984",False
"7448","6","4","Leonard","I don't have a problem with Stuart. Besides, he gives us a 20% discount at his comic book store.","00:00:33,273","00:00:38,210",False
"7449","6","4","Raj","Okay, the NASA Web site says Howard's final descent has begun.","00:00:44,884","00:00:49,454",False
"7450","6","4","Sheldon","He left a boy, he returns a boy-sized hero.","00:00:49,456","00:00:56,061",True
"7451","6","4","Howard","The Jewish prayer for eating bread! We don't have one for falling out of space!","00:01:08,308","00:01:15,080",False
"7452","6","4","Howard","We did it! We're on the ground! We survived!","00:01:19,203","00:01:24,005",False
"7453","6","4","Mike","That was just the parachute. We still have another six miles to go.","00:01:24,007","00:01:28,910",False
"7454","6","4","Bernadette","No, I told them they could have you tomorrow night. Tonight, you belong to me.","00:03:10,864","00:03:16,418",True
"7455","6","4","Bernadette","I am now that you're back. Come on, let's go home so I can tear off those little pants.","00:03:24,061","00:03:29,732",True
"7456","6","4","Howard","Great. Just keep in mind astronauts lose a lot of muscle tone in space, so you might have to do most of the heavy lifting.","00:03:29,734","00:03:37,383",False
"7457","6","4","Sheldon","Hey, if you want someone to guess ""chocolate chip cookie,"" you draw a glass of milk next to it.","00:05:46,854","00:05:52,608",False
"7458","6","4","Leonard","Oh, uh, uh, uh, sausage. Uh, uh, uh, uh, bratwurst? Oh, oh, a hot dog.","00:06:02,702","00:06:10,142",True
"7460","6","4","Howard","Did you get a sea lion while I was gone?","00:07:54,697","00:07:59,651",False
"7461","6","4","Howard","Well, that was quick and a little gross. Now, I know how <i>she</i> feels.","00:09:45,758","00:09:53,765",False
"7462","6","4","Penny","I wonder if it's from, like, ancient Rome where they'd actually chop somebody's ass off and then go, ""Here.""","00:10:08,866","00:10:16,788",True
"7463","6","4","Penny","You know, to appease Loseroneous, the god of losers.","00:10:18,007","00:10:22,010",False
"7464","6","4","Sheldon","I am not a loser. Pictionary is not a true test of any real intelligence or skill.","00:10:23,162","00:10:28,466",False
"7465","6","4","Sheldon","Lot of big talk from a man who can't draw a chocolate chip cookie.","00:10:34,775","00:10:37,859",True
"7466","6","4","Penny","All right, fine, pick another game. Amy and I will beat you at anything.","00:10:39,078","00:10:42,447",False
"7467","6","4","Sheldon","It's a game that I just invented, in which the participants answer physics questions in remedial Spanish. Um... Â¿DÃ³nde estÃ¡ el boson de Higgs?","00:10:50,758","00:11:01,433",True
"7468","6","4","Penny","No, no, we're not playing some dumb made-up game.","00:11:10,860","00:11:14,062",False
"7469","6","4","Sheldon","All games are made up. They're not found in nature. You don't just dig in the ground, come across a rich vein of Rock'em Sock'em Robots.","00:11:14,064","00:11:22,654",True
"7470","6","4","Amy","Why don't we do something athletic like go over to the university pool and play water polo?","00:11:24,908","00:11:29,161",True
"7471","6","4","Sheldon","Darts is a bar game. You've been frequenting drinking establishments since you were of legal age.","00:11:44,678","00:11:50,449",False
"7472","6","4","Sheldon","Well, regardless, she has a distinct advantage in all tavern- based competitions. Pool, beer pong, wet T-shirt contests-- they're all out.","00:11:53,771","00:12:02,160",True
"7473","6","4","Penny","Just for the record, I have never entered a wet T-shirt contest. I've won a few, but that's just because I spill when I'm drunk,","00:12:03,530","00:12:10,002",True
"7474","6","4","Amy","Are you sure? I mean, the nose doesn't light up, but if the corpse is fresh enough, sometimes you can get the leg to jerk.","00:12:21,181","00:12:27,719",False
"7475","6","4","Howard","Hey, Ma, twinkle, twinkle, your little star is home!","00:12:29,772","00:12:34,643",False
"7477","6","4","Mrs","I thought I wasn't going to see you till tomorrow!","00:12:40,200","00:12:43,668",False
"7478","6","4","Howard","Yeah, well, Bernie's not feeling well, so I thought I'd stop by, tell you about the greatest adventure of my life, see if you can make me feel bad about it.","00:12:43,670","00:12:54,212",False
"7479","6","4","Man’s","You want me to hide in the closet or go out the back?!","00:13:04,124","00:13:08,727",True
"7480","6","4","Man’s","I only got one sock. Where's my other sock?","00:13:17,855","00:13:21,873",False
"7481","6","4","Mrs","I told you, it's the TV. Jay Leno lost a sock; it's hilarious.","00:13:22,976","00:13:28,947",False
"7482","6","4","Dr","Yes, yes, I am. I think he's on to us!","00:13:58,945","00:14:03,782",True
"7483","6","4","Sheldon","For goodness' sake, he's wearing a hat, glasses, and a red striped shirt.","00:14:25,038","00:14:28,873",True
"7484","6","4","Sheldon","Amy, do something. Mwah. Amy, help. W-- Amy, stop that. Amy, Penny, both of you, stop it.","00:15:25,398","00:15:33,938",False
"7485","6","4","Raj","Oh, my God, you're back. Oh, look at you. You, you look like you grew.","00:15:39,579","00:15:45,666",True
"7486","6","4","Raj","Oh, uh, come in, come in. Oh, I, uh, I didn't think I was going to get to see you until tomorrow.","00:15:56,913","00:16:02,733",False
"7487","6","4","Howard","Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.","00:16:02,735","00:16:10,441",False
"7488","6","4","Raj","Wait, your, your mother is sleeping with your dentist?","00:16:10,443","00:16:13,761",False
"7489","6","4","Raj","So you're wandering all around by yourself? That's not the kind of hero's welcome an astronaut should come home to.","00:16:17,867","00:16:25,122",False
"7490","6","4","Howard","It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.","00:16:25,124","00:16:38,302",True
"7491","6","4","Raj","Just until he gets back on his feet, which are looking pretty good in the boots I bought him for his birthday.","00:16:48,130","00:16:53,901",True
"7492","6","4","Stuart","Plus, he doesn't have a girlfriend, I don't have a girlfriend.","00:17:07,300","00:17:09,750",False
"7493","6","4","Raj","It's like we both had these holes in our lives, but now we fill each other's holes.","00:17:09,752","00:17:15,006",True
"7494","6","4","Stuart","that sounds a little funny to an American ear.","00:17:21,331","00:17:25,533",True
"7495","6","4","Raj","Oh, Howard, it's still our thing. Come with us, we'll, we'll get you a scalped ticket.","00:17:41,451","00:17:45,803",False
"7496","6","4","Raj","Okay, uh, will I get to see you tomorrow?","00:17:59,786","00:18:01,385",False
"7497","6","4","Howard","At least my mother made <i>her</i> boyfriend climb out the window.","00:18:10,679","00:18:14,815",True
"7498","6","4","Penny","All right, standard state fair pie-eating contest rules are: no hands, first one to clean the pan wins.","00:18:16,985","00:18:24,325",False
"7499","6","4","Sheldon","So, with all those antioxidants, what if I run out of oxidants?","00:18:38,758","00:18:42,610",True
"7500","6","4","Leonard","Sheldon, we haven't won a game all night. Now, you either stick your face in that pie","00:18:45,764","00:18:51,235",True
"7502","6","4","Howard","Oh, thank you so much. I've been having the worst night. I just got back, and my friends don't care, my wife's sick, I went to my mom...","00:20:00,058","00:20:06,695",False
"7503","6","5","Howard","Oh, hey, Stuart, I got you a little souvenir from my trip to space.","00:00:02,582","00:00:07,126",True
"7504","6","5","Stuart","""To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""","00:00:17,371","00:00:23,610",True
"7505","6","5","Sheldon","For the record, he also thinks the Walgreens and the dry cleaners are out of this world.","00:00:23,612","00:00:29,549",True
"7506","6","5","Raj","Would you like me to help? I do have a certain je ne sais quois when it comes to soirees.","00:00:45,099","00:00:49,936",False
"7507","6","5","Stuart","Thanks, but I can't afford je ne sais quois. How much for just quois?","00:00:49,938","00:00:54,674",True
"7508","6","5","Raj","You know, you don't worry about money. I'll take care of everything. Really?","00:00:54,676","00:00:58,278",False
"7509","6","5","Raj","Yeah, you'll love it. Ain't no party like a Koothra-party.","00:00:58,280","00:01:00,813",True
"7510","6","5","Howard","But you know what wasn't a party? That hotel in Kazakhstan they put you up in before the launch. I mean, it's your last night on Earth. You'd think you'd get one porn channel.","00:01:03,151","00:01:10,790",True
"7511","6","5","Leonard","Have you noticed that Howard can take any topic and use it to remind you that he went to space?","00:01:12,359","00:01:17,964",False
"7512","6","5","Leonard","Hey, Howard, any thoughts on where we should get dinner?","00:01:23,638","00:01:27,073",True
"7513","6","5","Howard","Anywhere but the Space Station. On a good day, dinner was a bag full of meat loaf. But, hey, you don't go there for the food,","00:01:27,075","00:01:36,099",True
"7514","6","5","Howard","You know, people say the Soyuz capsule was a lemon.","00:01:53,501","00:01:55,785",True
"7515","6","5","Howard","But, hey, that baby got me to space and back.","00:01:57,037","00:01:59,238",True
"7516","6","5","Amy","Ladies night at the Cheesecake Factory. Does it get any better than this?","00:02:34,473","00:02:38,543",True
"7517","6","5","Penny","It's not getting any better. Uch. It's Leonard. He wants to go costume shopping later.","00:02:50,739","00:03:00,347",False
"7518","6","5","Bernadette","Leonard does thing he doesn't like to make you happy.","00:03:22,755","00:03:26,040",False
"7519","6","5","Penny","Yeah, he's my boyfriend. Isn't that, like, his job?","00:03:26,042","00:03:29,543",True
"7520","6","5","Bernadette","I just think in relationships you get back what you put into them.","00:03:34,600","00:03:38,552",True
"7521","6","5","Penny","I guess I could probably try a little harder.","00:03:47,230","00:03:50,698",False
"7522","6","5","Bernadette","You could start by taking an interest in his work.","00:03:50,700","00:03:53,584",False
"7523","6","5","Penny","Yeah, I'm not really clear on what that means.","00:04:00,593","00:04:03,577",True
"7524","6","5","Sheldon","Two tea bags in one cup? You're not at a rave.","00:04:20,613","00:04:25,783",True
"7525","6","5","Amy","So, listen, Sheldon, I was thinking, since this is gonna be our first Halloween party as boyfriend and girlfriend, I thought it might be fun for us to go in a couples costume.","00:04:28,937","00:04:39,447",False
"7526","6","5","Amy","Really? I find that inconsistent with everything I know about you.","00:04:41,968","00:04:46,654",True
"7527","6","5","Amy","Sheldon, when I said couples costume, I meant like Romeo and Juliet or Cinderella and Prince Charming, not two robots from some silly movie I don't even like.","00:05:10,997","00:05:22,173",True
"7528","6","5","Sheldon","I'm gonna let that slide because I kn you're hopped up on tea bags.","00:05:26,378","00:05:30,097",True
"7529","6","5","Amy","I make compromises for you all the time. Just this once, can't we find something that we're both happy with?","00:05:32,634","00:05:39,140",False
"7530","6","5","Sheldon","Fine. How about one of the most beguiling and influential couples of the 20th century? Hewlett and Packard. Dibs on Hewlett. What, you want to be Hewlett?","00:05:39,142","00:05:55,289",True
